Time,Stitch's Great Escape!,"Monsters, Inc. Laugh Floor",Walt Disney World Railroad - Frontierland,Walt Disney's Enchanted Tiki Room,Sorcerers of the Magic Kingdom,The Barnstormer,Walt Disney World Railroad - Fantasyland,Casey Jr. Splash 'N' Soak Station,Cinderella Castle,Under the Sea - Journey of The Little Mermaid,Enchanted Tales with Belle,Seven Dwarfs Mine Train ,A Pirate's Adventure - Treasures of the Seven Seas,Allergy-Friendly Trick-Or-Treat Experience – Mickey's Not-So-Scary Halloween Party,Treat Locations for Mickey's Not-So-Scary Halloween Party,Pirate and Princess Adventures at Walt Disney World,Pirates at Walt Disney World Resort,Pirates at Walt Disney World,Horses - Disney Animals,Astro Orbiter,Big Thunder Mountain Railroad,Buzz Lightyear's Space Ranger Spin,Prince Charming Regal Carrousel,Dumbo the Flying Elephant,Frontierland Shootin' Arcade,"""it's a small world""",Jungle Cruise,Liberty Square Riverboat,Mad Tea Party,Main Street Vehicles,Mickey's PhilharMagic,Peter Pan's Flight,Pirates of the Caribbean,Space Mountain,Splash Mountain,Swiss Family Treehouse,Haunted Mansion,The Magic Carpets of Aladdin,The Many Adventures of Winnie the Pooh,Tom Sawyer Island,Tomorrowland Speedway,Tomorrowland Transit Authority PeopleMover,"Walt Disney World Railroad - Main Street, U.S.A",Walt Disney's Carousel of Progress,Country Bear Jamboree,The Hall of Presidents,Stitch's Great Escape! - Temporarily Closed
1/9/2018 4:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 4:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 4:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 5:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 5:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 5:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 5:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 5:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 6:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 6:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 6:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 6:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 6:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 7:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 7:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 7:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 7:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 7:50,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
1/9/2018 8:00,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
1/9/2018 8:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
1/9/2018 8:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
1/9/2018 8:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 8:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 8:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
1/9/2018 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
1/9/2018 9:10,0,0,0,0,0,5,0,0,0,10,10,0,0,0,0,0,0,0,0,10,20,15,0,5,0,10,20,0,5,0,5,35,15,25,0,0,15,0,20,0,5,0,0,0,0,0,
1/9/2018 9:20,0,0,0,0,0,5,0,0,0,10,20,0,0,0,0,0,0,0,0,10,20,15,5,20,0,10,20,0,5,0,5,50,10,35,0,0,15,0,25,0,30,0,0,0,0,0,
1/9/2018 9:30,0,0,0,0,0,5,0,0,0,10,20,60,0,0,0,0,0,0,0,10,30,20,5,15,0,10,25,0,5,0,5,50,10,45,0,0,15,0,20,0,40,0,0,0,0,0,
1/9/2018 9:40,0,0,0,0,0,10,0,0,0,10,30,60,0,0,0,0,0,0,0,10,35,30,5,15,0,10,45,0,5,0,10,50,20,60,0,0,25,0,25,0,40,0,0,0,0,0,
1/9/2018 9:50,0,0,0,0,0,10,0,0,0,10,30,60,0,0,0,0,0,0,0,10,45,35,5,15,0,10,45,0,5,0,10,55,20,60,0,0,35,5,30,0,40,0,0,0,0,0,
1/9/2018 10:00,0,0,0,0,0,10,0,0,0,10,30,75,0,0,0,0,0,0,0,10,60,45,5,15,0,10,25,0,5,0,10,65,30,65,0,0,50,5,30,0,40,0,0,0,0,0,
1/9/2018 10:10,0,5,0,0,0,10,0,0,0,10,45,75,0,0,0,0,0,0,0,10,60,45,5,20,0,10,30,0,5,0,10,65,30,70,0,0,35,5,25,0,30,0,0,0,0,0,
1/9/2018 10:20,0,5,0,0,0,20,0,0,0,10,40,75,0,0,0,0,0,0,0,30,55,0,5,15,0,15,25,0,5,0,10,85,25,75,0,0,30,15,35,0,30,0,0,0,0,0,
1/9/2018 10:30,0,5,0,0,0,15,0,0,0,10,50,75,0,0,0,0,0,0,0,30,70,60,5,15,0,15,30,0,5,0,10,0,25,80,0,0,25,15,35,0,30,0,0,0,0,0,
1/9/2018 10:40,0,5,0,0,0,20,0,0,0,10,20,75,0,0,0,0,0,0,0,40,60,65,5,10,0,20,45,0,10,0,10,0,40,65,0,0,20,15,35,0,40,0,0,0,0,0,
1/9/2018 10:50,0,5,0,0,0,15,0,0,0,10,30,75,0,0,0,0,0,0,0,40,60,65,5,10,0,20,50,0,5,0,10,0,45,45,0,0,25,15,40,0,40,0,0,0,0,0,
1/9/2018 11:00,0,10,0,0,0,15,0,0,0,15,30,120,0,0,0,0,0,0,0,40,75,70,5,10,0,20,60,0,5,0,10,0,55,40,0,0,35,15,40,0,50,0,0,0,0,0,
1/9/2018 11:10,0,20,0,0,0,15,0,0,0,15,30,180,0,0,0,0,0,0,0,40,50,70,5,20,0,20,50,0,10,0,10,0,50,75,0,0,45,20,30,0,50,0,0,0,0,0,
1/9/2018 11:20,0,20,0,0,0,20,0,0,0,15,30,180,0,0,0,0,0,0,0,40,50,65,5,15,0,20,45,0,15,0,10,0,40,80,0,0,50,20,45,0,40,0,0,0,0,0,
1/9/2018 11:30,0,20,0,0,0,25,0,0,0,15,30,180,0,0,0,0,0,0,0,40,40,60,5,20,0,20,50,0,15,0,15,0,25,70,0,0,50,20,40,0,30,0,0,0,0,0,
1/9/2018 11:40,0,20,0,0,0,25,0,0,0,15,40,150,0,0,0,0,0,0,0,40,40,60,5,20,0,20,50,0,15,0,25,0,25,70,0,0,45,20,40,0,20,0,0,0,0,0,
1/9/2018 11:50,0,20,0,0,0,25,0,0,0,15,40,150,0,0,0,0,0,0,0,40,40,70,5,15,0,25,50,0,15,0,20,0,25,70,0,0,45,25,40,0,20,0,0,0,0,0,
1/9/2018 12:00,0,10,0,0,0,35,0,0,0,20,20,150,0,0,0,0,0,0,0,20,40,70,5,15,0,25,50,0,15,0,15,0,55,85,0,0,25,30,30,0,30,0,0,0,0,0,
1/9/2018 12:10,0,10,0,0,0,30,0,0,0,20,20,150,0,0,0,0,0,0,0,20,45,65,5,25,0,25,50,0,10,0,15,85,0,90,0,0,35,25,35,0,30,0,0,0,0,0,
1/9/2018 12:20,0,10,0,0,0,30,0,0,0,20,20,150,0,0,0,0,0,0,0,20,50,65,10,25,0,25,50,0,15,0,10,85,0,90,0,0,35,20,35,0,30,0,0,0,0,0,
1/9/2018 12:30,0,10,0,0,0,35,0,0,0,20,20,150,0,0,0,0,0,0,0,20,50,70,10,30,0,25,60,0,10,0,10,95,0,90,0,0,40,20,30,0,30,0,0,0,0,0,
1/9/2018 12:40,0,10,0,0,0,30,0,0,0,20,20,150,0,0,0,0,0,0,0,20,50,65,10,25,0,25,60,0,10,0,15,95,0,85,0,0,40,20,30,0,60,0,0,0,0,0,
1/9/2018 12:50,0,10,0,0,0,30,0,0,0,20,30,150,0,0,0,0,0,0,0,40,70,65,10,35,0,20,75,0,10,0,15,105,0,85,0,0,40,20,30,0,60,0,0,0,0,0,
1/9/2018 13:00,0,30,0,0,0,30,0,0,0,20,30,150,0,0,0,0,0,0,0,40,75,60,10,20,0,20,65,0,10,0,15,105,0,80,0,0,50,20,40,0,60,0,0,0,0,0,
1/9/2018 13:10,0,30,0,0,0,30,0,0,0,20,30,160,0,0,0,0,0,0,0,40,75,60,10,10,0,20,60,0,20,0,20,105,0,80,0,0,55,20,40,0,45,0,0,0,0,0,
1/9/2018 13:20,0,10,0,0,0,25,0,0,0,20,40,140,0,0,0,0,0,0,0,30,75,40,10,10,0,25,50,0,15,0,20,105,0,75,0,0,50,25,35,0,45,0,0,0,0,0,
1/9/2018 13:30,0,10,0,0,0,30,0,0,0,20,40,90,0,0,0,0,0,0,0,30,65,30,10,15,0,25,45,0,15,0,15,105,0,85,0,0,50,25,35,0,45,0,0,0,0,0,
1/9/2018 13:40,0,0,0,0,0,20,0,0,0,20,40,90,0,0,0,0,0,0,0,30,50,35,10,15,0,25,50,0,15,0,10,75,0,95,0,0,50,20,35,0,40,0,0,0,0,0,
1/9/2018 13:50,0,0,0,0,0,25,0,0,0,20,40,90,0,0,0,0,0,0,0,30,45,45,10,35,0,25,50,0,15,0,15,85,0,95,0,0,60,20,35,0,40,0,0,0,0,0,
1/9/2018 14:00,0,0,0,0,0,25,0,0,0,15,40,60,0,0,0,0,0,0,0,30,45,45,10,20,0,20,50,0,10,0,15,85,0,95,0,0,50,15,30,0,40,0,0,0,0,0,
1/9/2018 14:10,0,0,0,0,0,25,0,0,0,20,40,60,0,0,0,0,0,0,0,30,45,50,10,10,0,20,55,0,10,0,15,75,0,90,0,0,45,20,30,0,40,0,0,0,0,0,
1/9/2018 14:20,0,10,0,0,0,25,0,0,0,20,30,60,0,0,0,0,0,0,0,30,45,50,10,10,0,20,60,0,10,0,15,75,0,85,0,0,40,15,30,0,40,0,0,0,0,0,
1/9/2018 14:30,0,10,0,0,0,25,0,0,0,25,20,60,0,0,0,0,0,0,0,30,40,45,10,15,0,20,60,0,10,0,15,70,0,70,0,0,40,20,40,0,35,0,0,0,0,0,
1/9/2018 14:40,0,10,0,0,0,25,0,0,0,35,30,105,0,0,0,0,0,0,0,30,35,45,10,15,0,25,60,0,10,0,10,85,0,70,0,0,40,20,40,0,35,0,0,0,0,0,
1/9/2018 14:50,0,10,0,0,0,20,0,0,0,30,30,95,0,0,0,0,0,0,0,30,40,40,10,15,0,25,60,0,15,0,10,90,0,110,0,0,50,10,35,0,35,0,0,0,0,0,
1/9/2018 15:00,0,10,0,0,0,20,0,0,0,30,30,95,0,0,0,0,0,0,0,30,40,50,10,20,0,25,50,0,15,0,10,90,0,95,0,0,50,10,30,0,35,0,0,0,0,0,
1/9/2018 15:10,0,10,0,0,0,25,0,0,0,25,20,80,0,0,0,0,0,0,0,30,35,45,10,20,0,25,35,0,10,0,10,90,0,95,0,0,40,15,25,0,35,0,0,0,0,0,
1/9/2018 15:20,0,10,0,0,0,25,0,0,0,20,20,80,0,0,0,0,0,0,0,30,35,40,10,10,0,20,25,0,10,0,10,80,0,95,0,0,30,15,25,0,30,0,0,0,0,0,
1/9/2018 15:30,0,10,0,0,0,20,0,0,0,10,20,90,0,0,0,0,0,0,0,30,35,40,10,10,0,15,35,0,10,0,10,70,0,80,0,0,40,10,30,0,30,0,0,0,0,0,
1/9/2018 15:40,0,10,0,0,0,20,0,0,0,10,30,100,0,0,0,0,0,0,0,30,45,55,10,15,0,15,55,0,10,0,15,90,0,65,0,0,55,15,0,0,40,0,0,0,0,0,
1/9/2018 15:50,0,20,0,0,0,25,0,0,0,10,40,110,0,0,0,0,0,0,0,30,45,45,10,15,0,20,50,0,10,0,15,85,0,80,0,0,50,15,0,0,40,0,0,0,0,0,
1/9/2018 16:00,0,20,0,0,0,25,0,0,0,10,30,110,0,0,0,0,0,0,0,30,45,45,10,15,0,20,50,0,10,0,10,85,0,75,0,0,35,15,30,0,40,0,0,0,0,0,
1/9/2018 16:10,0,60,0,0,0,25,0,0,0,15,30,110,0,0,0,0,0,0,0,20,40,50,10,20,0,25,45,0,15,0,10,75,0,70,0,0,40,30,15,0,40,0,0,0,0,0,
1/9/2018 16:20,0,10,0,0,0,30,0,0,0,15,10,130,0,0,0,0,0,0,0,20,40,45,10,20,0,25,55,0,15,0,10,75,0,75,0,0,45,25,45,0,40,0,0,0,0,0,
1/9/2018 16:30,0,10,0,0,0,30,0,0,0,20,10,130,0,0,0,0,0,0,0,20,40,50,10,15,0,20,50,0,10,0,10,75,20,65,0,0,45,25,40,0,50,0,0,0,0,0,
1/9/2018 16:40,0,10,0,0,0,30,0,0,0,20,20,130,0,0,0,0,0,0,0,20,40,25,10,15,0,25,30,0,10,0,10,70,20,55,0,0,35,20,30,0,50,0,0,0,0,0,
1/9/2018 16:50,0,10,0,0,0,25,0,0,0,25,30,130,0,0,0,0,0,0,0,20,40,30,10,15,0,30,30,0,10,0,10,75,40,60,0,0,35,10,25,0,60,0,0,0,0,0,
1/9/2018 17:00,0,10,0,0,0,25,0,0,0,25,30,140,0,0,0,0,0,0,0,30,35,35,10,15,0,30,45,0,10,0,10,70,45,65,0,0,40,10,30,0,60,0,0,0,0,0,
1/9/2018 17:10,0,10,0,0,0,15,0,0,0,25,30,30,0,0,0,0,0,0,0,30,35,25,10,10,0,25,50,0,10,0,10,60,50,60,0,0,30,15,30,0,60,0,0,0,0,0,
1/9/2018 17:20,0,10,0,0,0,20,0,0,0,25,30,130,0,0,0,0,0,0,0,30,30,30,10,10,0,25,50,0,10,0,15,0,50,60,0,0,30,15,40,0,60,0,0,0,0,0,
1/9/2018 17:30,0,10,0,0,0,20,0,0,0,25,20,130,0,0,0,0,0,0,0,30,35,25,10,10,0,20,50,0,10,0,10,65,50,70,0,0,25,15,30,0,60,0,0,0,0,0,
1/9/2018 17:40,0,10,0,0,0,20,0,0,0,10,30,130,0,0,0,0,0,0,0,30,35,20,10,15,0,20,45,0,10,0,20,65,50,70,0,0,25,10,30,0,60,0,0,0,0,0,
1/9/2018 17:50,0,10,0,0,0,25,0,0,0,10,40,100,0,0,0,0,0,0,0,30,35,45,10,15,0,20,40,0,10,0,15,65,55,65,0,0,35,15,30,0,40,0,0,0,0,0,
1/9/2018 18:00,0,10,0,0,0,25,0,0,0,10,40,100,0,0,0,0,0,0,0,30,35,35,10,25,0,15,30,0,10,0,10,75,50,70,0,0,20,15,30,0,30,0,0,0,0,0,
1/9/2018 18:10,0,10,0,0,0,20,0,0,0,10,40,60,0,0,0,0,0,0,0,30,40,35,10,15,0,15,30,0,10,0,10,75,0,70,0,0,20,15,30,0,30,0,0,0,0,0,
1/9/2018 18:20,0,10,0,0,0,25,0,0,0,10,10,40,0,0,0,0,0,0,0,30,30,45,10,20,0,15,25,0,10,0,10,70,55,65,0,0,20,20,20,0,30,0,0,0,0,0,
1/9/2018 18:30,0,10,0,0,0,20,0,0,0,10,10,40,0,0,0,0,0,0,0,30,30,30,10,15,0,10,30,0,15,0,10,65,50,60,0,0,15,15,20,0,40,0,0,0,0,0,
1/9/2018 18:40,0,10,0,0,0,20,0,0,0,10,30,40,0,0,0,0,0,0,0,30,25,30,10,10,0,10,25,0,10,0,10,65,40,55,0,0,13,15,20,0,40,0,0,0,0,0,
1/9/2018 18:50,0,10,0,0,0,20,0,0,0,10,10,40,0,0,0,0,0,0,0,30,25,30,10,10,0,10,20,0,10,0,15,65,45,60,0,0,15,15,20,0,40,0,0,0,0,0,
1/9/2018 19:00,0,10,0,0,0,20,0,0,0,10,20,100,0,0,0,0,0,0,0,30,20,30,10,10,0,10,15,0,10,0,10,65,35,60,0,0,15,10,25,0,40,0,0,0,0,0,
1/9/2018 19:10,0,0,0,0,0,5,0,0,0,10,0,90,0,0,0,0,0,0,0,30,20,20,10,10,0,10,15,0,10,0,10,65,35,60,0,0,25,10,30,0,40,0,0,0,0,0,
1/9/2018 19:20,0,0,0,0,0,5,0,0,0,10,0,90,0,0,0,0,0,0,0,30,20,20,10,10,0,10,15,0,5,0,5,65,25,65,0,0,20,10,20,0,40,0,0,0,0,0,
1/9/2018 19:30,0,0,0,0,0,5,0,0,0,5,0,90,0,0,0,0,0,0,0,30,20,20,10,10,0,10,15,0,5,0,5,65,20,60,0,0,15,10,5,0,50,0,0,0,0,0,
1/9/2018 19:40,0,0,0,0,0,5,0,0,0,15,0,90,0,0,0,0,0,0,0,30,15,20,10,10,0,10,5,0,5,0,15,60,10,40,0,0,15,10,10,0,50,0,0,0,0,0,
1/9/2018 19:50,0,0,0,0,0,5,0,0,0,5,0,90,0,0,0,0,0,0,0,30,5,10,10,10,0,10,5,0,5,0,5,10,5,25,0,0,10,10,5,0,50,0,0,0,0,0,
1/9/2018 20:00,0,0,0,0,0,5,0,0,0,5,0,50,0,0,0,0,0,0,0,30,5,5,10,10,0,10,5,0,5,0,5,10,5,10,0,0,10,10,5,0,50,0,0,0,0,0,
1/9/2018 20:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 20:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 20:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/9/2018 20:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
